会员编号,x,y,预订任务限额,预订任务开始时间,信誉值
B1560,22.541455,114.091181,1,8:00:00,1.9923
B1561,22.621286,113.870582,1,8:00:00,1.9923
B1562,23.134027,113.388363,1,8:00:00,1.9923
B1563,23.05402,113.870366,3,8:00:00,1.9923
B1564,23.039768,113.71544,3,8:00:00,1.9923
B1565,22.810973,113.72352,1,8:00:00,1.9923
B1566,22.823269,113.681592,1,8:00:00,1.9923
B1567,22.76769,113.798662,1,8:00:00,1.9923
B1568,22.769526,114.105348,2,8:00:00,1.9923
B1569,22.96937,113.767053,3,8:00:00,1.9923
B1570,22.761235,114.151974,2,8:00:00,1.9923
B1571,22.929345,113.66229,2,8:00:00,1.9923
B1572,23.053699,113.958475,1,8:00:00,1.9923
B1573,22.798649,113.782269,1,8:00:00,1.9923
B1574,22.976325,114.085426,1,8:00:00,1.9923
B1575,22.801761,113.724562,1,8:00:00,1.9923
B1576,22.963595,113.678648,2,8:00:00,1.9923
B1577,22.948517,113.939403,2,8:00:00,1.9923
B1578,22.920015,113.865418,3,8:00:00,1.9923
B1579,23.014449,113.840248,3,8:00:00,1.9923
B1580,23.043474,114.067686,1,8:00:00,1.9923
B1581,22.962496,114.180187,2,7:00:00,1.9923
B1582,22.961047,113.923816,2,8:00:00,1.9923
B1583,22.987346,114.040265,2,8:00:00,1.9923
B1584,23.093705,113.784069,3,8:00:00,1.9923
B1585,23.105495,113.985255,2,8:00:00,1.9923
B1586,23.042227,113.832825,3,8:00:00,1.9923
B1587,23.016329,113.710283,2,8:00:00,1.9923
B1588,22.832212,113.689163,1,8:00:00,1.9923
B1589,22.8204,113.755576,1,8:00:00,1.9923
B1590,22.910525,113.998527,1,8:00:00,1.9923
B1591,22.933476,114.04144,2,8:00:00,1.9923
B1592,22.816792,114.156049,3,8:00:00,1.9923
B1593,22.85065,113.642003,1,8:00:00,1.9923
B1594,22.765165,114.150772,2,8:00:00,1.9923
B1595,22.848728,114.183671,2,7:48:00,1.9923
B1596,23.070594,114.007934,1,8:00:00,1.9923
B1597,22.907607,113.662132,1,8:00:00,1.9923
B1598,23.097143,113.944739,3,8:00:00,1.9923
B1599,22.9731,113.736391,2,8:00:00,1.9923
B1600,22.962249,113.936295,2,8:00:00,1.9923
B1601,22.905281,113.866005,2,8:00:00,1.9923
B1602,22.956593,113.885066,3,8:00:00,1.9923
B1603,23.012891,113.7361,2,8:00:00,1.9923
B1604,22.986687,113.95669,1,8:00:00,1.9923
B1605,22.726013,114.17454,2,8:00:00,1.9923
B1606,22.980136,113.760893,3,8:00:00,1.9923
B1607,22.761861,114.169312,2,8:00:00,1.9923
B1608,22.770499,114.093328,2,8:00:00,1.9923
B1609,22.970974,114.140149,3,6:57:00,1.9923
B1610,22.927461,114.123809,2,7:36:00,1.9923
B1611,23.056917,113.972694,1,8:00:00,1.9923
B1612,22.857635,113.731079,1,8:00:00,1.9923
B1613,22.969485,114.154996,3,6:54:00,1.9923
B1614,22.958535,113.89069,3,8:00:00,1.9923
B1615,22.98412,114.012715,2,8:00:00,1.9923
B1616,22.805842,113.838947,1,8:00:00,1.9923
B1617,22.867798,113.848589,1,8:00:00,1.9923
B1618,23.188125,113.205387,1,8:00:00,1.9923
B1619,23.158884,113.09294,3,8:00:00,1.9923
B1620,23.197335,112.885419,2,7:09:00,1.9923
B1621,23.116108,113.167781,2,8:00:00,1.9923
B1622,23.10461,112.99215,2,7:57:00,1.9923
B1623,22.87546,112.936851,1,7:06:00,1.9923
B1624,22.816468,113.374217,10,6:54:00,1.9923
B1625,22.848344,113.022846,1,7:39:00,1.9923
B1626,22.947788,113.274266,1,8:00:00,1.9923
B1627,22.758389,113.33981,8,7:30:00,1.9923
B1628,23.197404,113.164752,2,8:00:00,1.9923
B1629,23.039749,113.149592,2,8:00:00,1.9923
B1630,22.859167,113.238154,6,7:51:00,1.9923
B1631,23.17893,112.863593,2,7:09:00,1.9923
B1632,22.850486,113.155671,3,7:51:00,1.9923
B1633,23.154408,113.17362,2,8:00:00,1.9923
B1634,22.713492,113.158742,8,7:06:00,1.9923
B1635,23.04329,113.105539,3,8:00:00,1.9923
B1636,23.258386,113.019837,2,6:54:00,1.9923
B1637,23.190689,113.092035,2,7:45:00,1.9923
B1638,23.122746,113.192885,2,8:00:00,1.9923
B1639,22.82251,113.025002,1,7:24:00,1.9923
B1640,23.05918,113.115516,3,8:00:00,1.9923
B1641,22.983303,113.309809,1,8:00:00,1.6879
B1642,23.140365,113.344485,1,8:00:00,1.562
B1643,22.538913,114.065357,1,8:00:00,1.4194
B1644,23.087982,113.25839,1,8:00:00,1.2701
B1645,23.127697,113.310772,1,8:00:00,1.227
B1646,22.708843,114.093508,1,8:00:00,1.2121
B1647,22.967164,113.996381,1,8:00:00,1.1203
B1648,22.940836,113.649068,1,8:00:00,0.9856
B1649,23.126932,113.660297,2,7:42:00,0.9847
B1650,23.252279,113.233557,1,8:00:00,0.9115
B1651,23.018857,113.07747,2,8:00:00,0.9115
B1652,23.015994,113.76411,2,8:00:00,0.908
B1653,23.044736,113.832363,2,8:00:00,0.9045
B1654,23.059438,113.776895,2,8:00:00,0.9011
B1655,23.282362,113.331886,1,8:00:00,0.8907
B1656,23.146495,113.111215,2,8:00:00,0.8398
B1657,23.108456,113.239011,1,8:00:00,0.75
B1658,22.729527,114.256978,1,8:00:00,0.7461
B1659,23.092183,113.334395,1,8:00:00,0.7329
B1660,22.559631,114.133602,1,8:00:00,0.7329
B1661,22.785964,113.747859,1,8:00:00,0.7301
B1662,23.04801,113.401632,1,8:00:00,0.7272
B1663,22.667073,114.021308,1,8:00:00,0.7245
B1664,23.100183,113.337437,1,8:00:00,0.7245
B1665,23.135042,113.328932,1,8:00:00,0.7079
B1666,23.180978,113.353962,1,8:00:00,0.7077
B1667,23.115794,113.550495,1,8:00:00,0.6838
B1668,22.711261,113.811977,1,8:00:00,0.6666
B1669,23.463938,113.283324,1,8:00:00,0.6606
B1670,23.109659,113.23763,1,8:00:00,0.5676
B1671,22.625287,114.15775,1,8:00:00,0.5462
B1672,22.567391,114.181531,1,8:00:00,0.3823
B1673,22.562082,113.962821,1,8:00:00,0.3808
B1674,23.388962,113.213867,1,8:00:00,0.3808
B1675,22.544267,114.10969,1,8:00:00,0.3794
B1676,22.73447,114.293377,1,8:00:00,0.3794
B1677,23.126134,113.430484,1,8:00:00,0.3794
B1678,23.113299,113.2858,1,8:00:00,0.3794
B1679,23.190896,113.34069,1,8:00:00,0.3779
B1680,23.123978,113.267879,1,8:00:00,0.3779
B1681,23.297187,113.309771,1,8:00:00,0.3779
B1682,22.524853,113.932363,1,8:00:00,0.3779
B1683,22.554932,113.947665,1,8:00:00,0.3779
B1684,23.036541,113.294234,1,8:00:00,0.3764
B1685,22.677466,114.007083,1,8:00:00,0.3764
B1686,23.097177,113.794141,1,8:00:00,0.3764
B1687,23.025983,113.16049,1,8:00:00,0.3764
B1688,23.191485,113.341252,1,8:00:00,0.375
B1689,22.960654,113.356821,1,8:00:00,0.375
B1690,22.588816,113.971681,1,8:00:00,0.375
B1691,23.09324,113.161075,1,8:00:00,0.375
B1692,23.176391,113.265977,1,8:00:00,0.3736
B1693,22.537965,114.083933,1,8:00:00,0.3736
B1694,23.125325,113.415681,1,8:00:00,0.3736
B1695,23.095389,113.364311,1,8:00:00,0.3736
B1696,22.73711,113.836685,1,8:00:00,0.3721
B1697,23.089928,113.524417,1,8:00:00,0.3721
B1698,23.114597,113.437809,1,8:00:00,0.3721
B1699,23.153595,113.33432,1,8:00:00,0.3721
B1700,23.041501,113.317763,1,8:00:00,0.3721
B1701,22.516122,114.050897,1,8:00:00,0.3721
B1702,22.678757,114.000754,1,8:00:00,0.3721
B1703,22.582619,113.879685,1,8:00:00,0.3721
B1704,22.631252,114.220208,1,8:00:00,0.3721
B1705,22.709633,113.795383,1,8:00:00,0.3707
B1706,23.106351,113.256934,1,8:00:00,0.3707
B1707,22.494423,113.940057,1,8:00:00,0.3707
B1708,24.293405,116.122526,1,7:24:00,0.3707
B1709,23.158466,113.204456,1,8:00:00,0.3707
B1710,23.183163,113.351206,1,8:00:00,0.3707
B1711,22.79171,113.750679,1,8:00:00,0.3707
B1712,22.820459,113.241417,3,7:45:00,0.3707
B1713,22.944018,112.84557,2,6:57:00,0.3707
B1714,22.989608,113.13176,1,8:00:00,0.3707
B1715,23.260226,113.785591,1,7:00:00,0.3693
B1716,22.868659,113.456987,1,7:45:00,0.3693
B1717,22.542164,114.085394,1,8:00:00,0.3693
B1718,22.641969,114.429571,1,7:15:00,0.3693
B1719,22.553168,114.08732,1,8:00:00,0.3693
B1720,23.103622,113.459465,1,8:00:00,0.3693
B1721,23.139774,113.267231,1,8:00:00,0.3693
B1722,22.616148,114.113674,1,8:00:00,0.3678
B1723,23.11996,113.394607,1,8:00:00,0.3678
B1724,22.541287,113.974886,1,8:00:00,0.3678
B1725,23.048139,113.399886,1,8:00:00,0.3678
B1726,23.138078,113.361953,1,8:00:00,0.3678
B1727,21.53332,111.229119,5,6:33:00,0.3678
B1728,22.686509,113.982837,1,8:00:00,0.3678
B1729,22.597055,114.268835,1,7:54:00,0.3678
B1730,22.989311,113.254156,1,8:00:00,0.3678
B1731,22.617745,113.84745,1,8:00:00,0.3664
B1732,23.282406,113.34135,1,8:00:00,0.3664
B1733,23.11935,113.297393,1,8:00:00,0.3664
B1734,22.78981,113.915402,1,8:00:00,0.3664
B1735,22.697284,114.229877,1,8:00:00,0.3664
B1736,22.73786,114.017811,1,8:00:00,0.3664
B1737,22.897819,113.669414,1,8:00:00,0.3664
B1738,22.635813,114.068462,1,8:00:00,0.365
B1739,22.667868,113.996969,1,8:00:00,0.365
B1740,22.764687,113.818122,1,8:00:00,0.365
B1741,22.559829,114.142063,1,8:00:00,0.365
B1742,23.049722,113.401725,1,8:00:00,0.365
B1743,23.220557,113.301598,1,8:00:00,0.365
B1744,22.643389,114.194805,1,8:00:00,0.365
B1745,22.914986,114.0613,1,8:00:00,0.365
B1746,23.068304,112.851532,1,6:54:00,0.365
B1747,23.045104,113.09069,1,8:00:00,0.365
B1748,23.058126,113.113304,1,8:00:00,0.365
B1749,23.054918,113.412964,1,8:00:00,0.3636
B1750,22.785235,113.390047,3,7:03:00,0.3636
B1751,22.557314,114.237851,1,8:00:00,0.3636
B1752,23.222086,113.299249,1,8:00:00,0.3636
B1753,22.657737,114.045913,1,8:00:00,0.3636
B1754,22.724736,114.075841,1,8:00:00,0.3636
B1755,22.535841,113.92102,1,8:00:00,0.3636
B1756,23.114495,113.283361,1,8:00:00,0.3636
B1757,22.65537,114.014637,1,8:00:00,0.3636
B1758,22.607224,114.135821,1,8:00:00,0.3636
B1759,22.635943,114.19549,1,8:00:00,0.3636
B1760,23.127199,113.368326,1,8:00:00,0.3636
B1761,23.086145,113.344864,1,8:00:00,0.3636
B1762,22.607974,113.869058,1,8:00:00,0.3636
B1763,22.669242,114.03156,1,8:00:00,0.3636
B1764,23.152238,113.352632,1,8:00:00,0.3636
B1765,22.6343,114.08765,1,8:00:00,0.3636
B1766,23.091579,113.536227,1,8:00:00,0.3636
B1767,23.130042,113.261542,1,8:00:00,0.3636
B1768,23.057688,113.395357,1,8:00:00,0.3636
B1769,23.234287,113.302009,1,8:00:00,0.3636
B1770,23.093022,113.385584,1,8:00:00,0.3636
B1771,22.660771,114.051308,1,8:00:00,0.3636
B1772,22.571383,113.869454,1,8:00:00,0.3636
B1773,23.08144,113.314419,1,8:00:00,0.3636
B1774,22.925945,113.365381,1,8:00:00,0.3636
B1775,23.036259,113.795512,1,8:00:00,0.3636
B1776,23.035068,113.77925,1,8:00:00,0.3636
B1777,22.796321,114.159845,1,8:00:00,0.3636
B1778,22.94227,113.268151,1,8:00:00,0.3636
B1779,23.4561,113.28,1,8:00:00,0.3636
B1780,23.58785,113.619693,2,7:00:00,0.3622
B1781,22.673385,113.942687,1,8:00:00,0.3622
B1782,22.648069,114.036209,1,8:00:00,0.3622
B1783,22.60285,114.118211,1,8:00:00,0.3622
B1784,22.615604,114.114983,1,8:00:00,0.3622
B1785,22.710186,113.804501,1,8:00:00,0.3622
B1786,22.647217,114.192165,1,8:00:00,0.3622
B1787,22.699995,113.797405,1,8:00:00,0.3622
B1788,22.509002,114.057133,1,8:00:00,0.3622
B1789,22.735088,113.840217,1,8:00:00,0.3622
B1790,22.710357,114.24983,1,8:00:00,0.3622
B1791,22.708666,114.247744,1,8:00:00,0.3622
B1792,23.049141,113.394477,1,8:00:00,0.3622
B1793,23.222997,113.609213,1,7:12:00,0.3622
B1794,23.30871,113.575233,1,6:39:00,0.3622
B1795,23.126572,113.317045,1,8:00:00,0.3622
B1796,22.80265,113.845027,1,8:00:00,0.3622
B1797,22.549708,114.126191,1,8:00:00,0.3622
B1798,23.1441,113.336,1,8:00:00,0.3622
B1799,23.372588,113.445166,1,7:21:00,0.3622
B1800,22.48433,113.910578,1,8:00:00,0.3622
B1801,22.534348,114.075145,1,8:00:00,0.3622
B1802,22.640956,114.190426,1,8:00:00,0.3622
B1803,23.131268,113.394681,1,8:00:00,0.3622
B1804,23.092992,113.385417,1,8:00:00,0.3622
B1805,22.779598,113.767788,1,8:00:00,0.3622
B1806,23.018359,113.998026,1,8:00:00,0.3622
B1807,23.027314,113.146958,1,8:00:00,0.3622
B1808,22.641634,114.218031,1,8:00:00,0.354
B1809,23.106249,113.218555,1,8:00:00,0.354
B1810,23.147679,113.251731,1,8:00:00,0.3535
B1811,23.103251,113.278701,1,8:00:00,0.3508
B1812,23.105029,113.325525,1,8:00:00,0.3508
B1813,23.12345,113.303099,1,8:00:00,0.3494
B1814,23.173973,113.264768,1,8:00:00,0.3467
B1815,23.132375,113.192373,1,8:00:00,0.3454
B1816,22.601552,114.136552,1,8:00:00,0.3419
B1817,23.188935,113.330106,1,8:00:00,0.3414
B1818,23.140092,113.268413,1,8:00:00,0.3414
B1819,22.51238,113.931471,1,8:00:00,0.3398
B1820,22.558309,114.161286,1,8:00:00,0.3252
B1821,23.198685,113.360937,1,8:00:00,0.2886
B1822,22.800504,115.374799,2,6:36:00,0.2861
B1823,22.752244,113.87611,1,8:00:00,0.2853
B1824,23.214208,113.225269,1,8:00:00,0.285
B1825,23.118348,113.248571,1,8:00:00,0.2408
B1826,22.703625,114.236176,1,8:00:00,0.237
B1827,22.528654,114.053635,1,8:00:00,0.2264
B1828,23.071442,113.891204,1,8:00:00,0.1566
B1829,23.170703,113.464494,1,8:00:00,0.143
B1830,23.148752,113.351212,1,8:00:00,0.143
B1831,23.131781,113.272225,1,8:00:00,0.143
B1832,23.063448,113.289247,1,8:00:00,0.143
B1833,23.022259,113.965266,1,8:00:00,0.143
B1834,23.159187,112.834761,1,7:09:00,0.143
B1835,23.103973,113.270764,1,8:00:00,0.1403
B1836,22.807693,113.850308,1,8:00:00,0.1331
B1837,22.966469,113.017223,1,8:00:00,0.1097
B1838,23.258072,113.315579,1,8:00:00,0.1092
B1839,23.029455,113.233272,1,8:00:00,0.1092
B1840,22.68551,114.16409,1,8:00:00,0.093
B1841,22.956234,113.364883,1,8:00:00,0.093
B1842,22.656633,114.025402,1,8:00:00,0.093
B1843,22.545845,114.107986,1,8:00:00,0.093
B1844,22.656513,114.088355,1,8:00:00,0.093
B1845,23.161377,113.271094,1,8:00:00,0.093
B1846,23.157744,113.432903,1,8:00:00,0.0927
B1847,23.316914,113.605555,1,6:42:00,0.0927
B1848,23.355583,113.149094,1,7:48:00,0.0927
B1849,23.000026,113.662626,1,8:00:00,0.0927
B1850,22.781126,113.243096,2,7:48:00,0.0927
B1851,22.720263,113.811609,1,8:00:00,0.0923
B1852,22.923575,114.020889,1,8:00:00,0.0923
B1853,22.743748,114.263625,1,8:00:00,0.092
B1854,22.659456,114.012307,1,8:00:00,0.092
B1855,23.1831,113.34978,1,8:00:00,0.0916
B1856,22.574637,113.894997,1,8:00:00,0.0916
B1857,22.850577,114.158236,1,8:00:00,0.0916
B1858,22.655628,113.927887,1,8:00:00,0.0913
B1859,22.564083,113.899875,1,8:00:00,0.0913
B1860,23.123324,113.634497,1,7:57:00,0.0913
B1861,22.782264,114.323155,1,8:00:00,0.0913
B1862,23.189315,113.270151,1,8:00:00,0.0913
B1863,22.934209,113.847286,1,8:00:00,0.0913
B1864,22.554156,114.08928,1,8:00:00,0.081
B1865,23.193221,113.334035,1,8:00:00,0.0451
B1866,22.531045,113.925047,1,8:00:00,0.041
B1867,22.639528,114.043671,1,8:00:00,0.041
B1868,23.140301,113.386469,1,8:00:00,0.0377
B1869,23.233649,113.278354,1,8:00:00,0.0358
B1870,23.129889,113.405613,1,8:00:00,0.0247
B1871,22.932951,113.648792,1,8:00:00,0.0194
B1872,23.264235,113.782869,1,7:03:00,0.0193
B1873,22.840505,113.277245,1,8:00:00,0.0124
B1874,23.069415,113.287606,1,8:00:00,0.0121
B1875,23.333446,113.301736,1,8:00:00,0.0062
B1876,22.693506,113.994101,1,8:00:00,0.0036
B1877,23.133238,113.239864,1,8:00:00,0.0001
,,,,,
